id,title,location,latitude,longitude
0a7fZXRHNss,20210926 台南水仙宮市場宣傳 1218 公民投票,,,
GevbcI0Hs0s,三江開講，在水仙宮聊傳統市場 - 全景,,,
IH0YHbIWk3w,三江開講，在水仙宮聊傳統市場,,,
jSZevJCw_rU,慢遊台南 20210911 神農街,,,
kAnIkWR6aQE,台南機車日常 20210909 北區-1,,,
cyS5QqbxXls,台南機車日常 20210909 北區-2,,,
xYBl3L4CPwA,慢遊台南 20210907-1,,,
Xm2LZtyvw3c,慢遊台南 20210907-3,,,
dgG6_Eow2Ys,慢遊台南 20210907-2,,,
HA6PWXIgIqM,三江開講，在歸仁仁壽宮聊社區營造與地方創生,,,
cuLuBZcnmcM,20210820 南鐵案北區拆遷戶抗爭事件 - 南鐵案拆遷監督交涉記錄,,,
8oooHrnn6Ow,20210806 麻豆民眾陳情會勘,,,
1dN4juLimiw,20210731 疫苗施打記錄,,,
PFpbQN85OmM,台南夜遊 20210724,,,
w-OcFUn_8m8,台南黃昏街景 20210725,,,
f8STVknn4tc,慢遊台南 20210721,,,
86LAIDbXmbM,自己的頭髮自己理,,,
BR2Es3dsQE8,台灣 Covid-19 本土病例地圖操作說明,,,
kkp0-P5dTxY,台灣幼兒園地圖,,,
Gdo857Yp7sM,永康閱之森公園遊戲場導覽,,,
jrWqn33V0io,安南區海環街歷史空拍照查詢記錄,,,
kj5TM74hLZw,從口罩地圖到公民參與 &amp; 開源創新 @ 第九屆數位傳播國際學術研討會,,,
wb-nvVev2yY,20201016 學甲區爐碴掩埋案清運記錄片段,,,
7BG1B2NRQkE,20201014 學甲農地爐碴清運過程記錄,,,
voBsysYsMXw,20200910 參訪屏東 永大樂林居 1,,,
QoZ_I_C5kcg,20200910 參訪屏東 永大樂林居 4,,,
yzsDjX_USrA,20200910 參訪屏東 阿猴1909綠水園區 4,,,
gDWOx2USiFE,20200910 參訪屏東 阿猴1909綠水園區 7,,,
mkC6WYiQVY0,20200910 參訪屏東 阿猴1909綠水園區 6,,,
mZINJVge8ZI,20200910 參訪屏東 阿猴1909綠水園區 1,,,
-U7Ki0neAQ8,20200910 參訪屏東 和平公園 2,,,
z5ePB_PO2Kw,20200910 參訪屏東 永大樂林居 2,,,
1U2ryty3cMU,20200910 參訪屏東 永大樂林居 6,,,
ZCogDvo5FJ8,20200910 參訪屏東 和平公園 1,,,
ncwIYIydhOQ,20200910 參訪屏東 和平公園 6,,,
c_yBKyDCyAg,20200910 參訪屏東 和平公園 4,,,
xhJFKA1EHfI,20200910 參訪屏東 阿猴1909綠水園區 3,,,
VA6UIE0M3Ms,20200910 參訪屏東 阿猴1909綠水園區 8,,,
yVZySw6PRro,20200910 參訪屏東 和平公園 5,,,
0iceILHm2KI,20200910 參訪屏東 永大樂林居 3,,,
819XCQJfBLU,20200910 參訪屏東 永大樂林居 5,,,
wyvSG69w_io,20200910 參訪屏東 阿猴1909綠水園區 2,,,
TGtfirGQoAo,一個科技人的體制外與體制內 @ 臺南大學行政管理系 2020-03-23,,,
uenEtm3igkc,"Mask Map for South Korea Online, Made in Taiwan (台灣製的南韓口罩地圖上線)",,,
ab-f8RakV_U,武漢肺炎地圖加入台灣疾管署資料,,,
Jy6gI-mbrSk,佳里金唐殿蕭壠香 百足真人蜈蚣陣 / 20200216,,,
Syjjy7X0MJQ,藥局口罩採購地圖加入搜尋功能,,,
TkEW-tKcqxQ,2017-09-25 開放資料介紹與應用案例,,,
zPUJN5CFqb8,讓台灣更好，一起來參與台灣賄選實價登錄協作！,,,
Pn214d4p_2s,人口推估統計資料系統,,,
XtmKxpKPMWI,e等公務園+學習平臺快速上課方式,,,
MlhVO9VUOMs,病媒蚊監控採樣數據管理系統,,,
9st9lIcEPDA,公路交通量統計地圖,,,
1NM8ZYUbQDU,特色公園 @ 全國女性里長人才培訓班 2018-08-12,,,
W7aGqCPqfT0,自己跟自己比，台灣所得地圖比較版上線,,,
xjWPtQUYRYI,2018 08 06 「分齡挑戰 適能冒險」特色公園公聽會記錄,,,
2aI5Y6aaFOo,北區立德公園鋼柱保護網編織記錄 20180730,,,
AU8mLmZ6Mc0,想要知道鄰居的所得？台灣所得地圖全新改版上線,,,
yRs_J0dW2zc,細談國土巡守隊,,,
arTmrSXkXzA,公開徵求參選人共同進行台南議題探討,,,
wlJjSOqwOFM,國土巡守隊實做成果介紹 3 分鐘版,,,
ko2U8dU889M,台南市里鄰編組及調整前後比較,,,
JmxFhvGzw6E,國土巡守隊實做雛型介紹,,,
U1JVQTzore4,台南地圖產生器 操作介紹,,,
Psf4hqtxSyg,公民科技 @ 交大土木系 2018-04-11,,,
O5MoJNWb3Q8,測站空氣品質季平均統計圖 網站操作說明,,,
bCfHqdIQfnk,台南也要特色公園 - 建立公園功能展示,,,
k35qD4iXATo,時代力量台南小松 01 - 在台南地圖畫線 操作示範,,,
m6rLAbewYaM,2016台電電力供需黑客松 成果發表,,,
kHj3fxBxMmI,demo of current status for https://github.com/tainancity/lines,,,
eElZM1FpbYQ,[好想工作室]快速上手 Parse &amp; 前端測試神器 Selenium,,,
BQQERCSH5nU,20150514臺南市都委會第40次大會實錄都發局錄影版,,,
sOZCbY5MkFc,《Open Tainan!－城市願景、開放決策與公民參與系列論壇》- 第2天,,,
1gid0zfc6yg,藥要看網站基本介紹,,,
jBQfjtCGW9I,opengov tainan 台南公民智庫:甚麼是開放政府? -2,,,
Ji9CgunPQPA,opengov tainan 台南公民智庫:甚麼是開放政府?,,,
vQ6Pmk37xVk,台南公民智庫 3/13 成立大會,,,
1i2zZ5Y9IZM,【兩人三腳式的政府與民間】座談會 後半段,,,
iJWf1_0i9Ls,2014-12-10 立法院內政委員會審查政治獻金法記錄，下午場,,,
bwc3ila56CI,have a nice day,,,
TYzFWv8KbAA,林一方 苗栗抗暴經驗分享,,,
RGQplv4w7kI,林一方 苗栗抗暴經驗分享,,,
yXRavNWcBkA,林一方 苗栗抗暴經驗分享,,,
1Fmbouiypco,請轉往 https://plus.google.com/events/c0ph6vtqod95u9e6sp872r60m48,,,
eYeVAHP-k9k,台南民主人權地圖＠公民覺醒星期五,,,
kSHrbsFcghQ,2014-07-24 臺南市北區和順里 里長擬參選人 姜宜宏 訪談,,,
Bamzy7hI3sg,蘇煥智：大台南願景與交通佈局,,,
MqMjhZAijyc,袁紅冰教授台南板聚,,,
VFC-aFico68,2014台南黑客松-HackTainan上午實況 @ 10:25am,,,
