id,title,location,latitude,longitude
aNIHU0aLcNo,20220930 下午歸仁，江國銘街講,歸仁區中正南路一段/凱旋路三段,22.950436,120.278051
0Jhq2a6XZj8,20220930 早上中西區，江明宗掃街,,,
flenrFKSiGA,20220929 下午北區，江明宗掃街,,,
X1uVwfgyeZs,20220929 下午永康，江品璁街講,永康區中華路/小東路,22.998403,120.234713
txUPvzbKliI,20220929 早上中西區，江明宗掃街,,,
3R4ERHqYLHk,20220928 下午北區，江明宗街講,北區公園南路/西門路三段,23.002694,120.203427
JI8lwHawDqY,20220928 早上北區，江明宗、蕭漍華掃街,,,
FsNJOLyuk60,20220927 下午中西區，江明宗街講,,,
Sxe03zvGeHg,20220927 早上中西區，江明宗掃街,,,
teSCScXZu_s,20220926 下午永康，江品璁街講,永康區中正北路/中正路,23.041165,120.237534
YYYOesuYLg8,20220926 早上中西區，江明宗、謝龍介街講,中西區海安路一段/永華路一段,22.987517,120.194732
AEtNyLl1mlc,20220925 下午中西區，江明宗掃街,,,
ZVykCaviieE,20220923 早上中西區，江明宗掃街,,,
rQGgOlIKcq8,20220922 晚上歸仁，江國銘掃街,,,
8YgxKpSZtNs,20220922 晚上歸仁，江國銘參與神明宴,,,
BVYf58OMqSI,20220921 下午永康，江品璁街講,永康區中華路/中華二路,23.008439,120.233813
WKtzLW1UX-s,江江江講 010 ，討論市長候選人的請益交流,,,
hEHiPJ6ZakY,20220921 早上北區，江明宗掃街,,,
RiiYZSwJwys,20220920 下午北區，江明宗街講,北區和緯路四段/文賢路,23.009592,120.193953
b8l8odbg0UY,20220920 早上北區，江明宗掃街,,,
-DoFqyNKVxA,20220908 江明宗與江明宗的對話，聊屏東高樹的發展,,,
shR2Oskpi3U,20220919 下午北區，江明宗、蕭漍華掃街,,,
kBqdh3uUlDY,20220919 下午歸仁，江國銘街講,歸仁區中山路一段/86快速道路,22.963693,120.30966
uoeTX29lwIY,20220919 早上北區，江明宗掃街,,,
Rgp6oUR_0II,20220918 下午北區，江明宗、周家宏掃街,,,
p413sHaEq44,20220918 下午北區花園夜市掃街,,,
V0jDMS50kM8,20220918 下午北區小北商場掃街,,,
beCDtTBksHQ,20220918 早上台南黃金海岸淨灘,,,
lPo3o5tBkzM,20220916 下午永康，江品璁街講,永康區中華路/小東路,22.998403,120.234713
ptPwnQqpt7Y,20220916 早上北區，江明宗掃街,,,
_I7Sx157SO8,20220916 早上北區，江明宗掃街,,,
p8wvZyZCS78,20220915 早上北區，江明宗掃街,,,
etRqb96siPY,20220915 下午仁德，江國銘街講,仁德區中正路一段/崑崙路,22.929178,120.244628
nMaTyI-kf9U,20220914 下午北區，江明宗街講,北區公園南路/西門路三段,23.002694,120.203427
E3L1B4YuJH0,20220914 早上北區，江明宗掃街,,,
UIfbUsaGtDM,20220913 下午北區，江明宗掃街,,,
SU2a8ZJLgfs,20220913 下午永康，江品璁街講,永康區永大路二段/公園路,23.014068,120.263655
KL2I3j5yxLA,20220913 早上中西區，江明宗掃街,,,
8n7bGmR5SG4,20220912 下午關廟，江國銘街講,關廟區中正路/南雄路二段,22.962517,120.328479
Y7TXsIaJtLA,20220912 早上北區，江明宗掃街,,,
Jm5syE0nd6s,20220910 早上北區，江明宗掃街,,,
H__ZFyudBqc,當柯文哲遇上三江，江明宗、江品璁、江國銘,,,
LUHc1ryLlcU,20220909 下午北區，江明宗街講,,,
fkUGt5Q0vKc,20220908 下午永康，江品璁街講,永康區中華路/中華二路,23.008439,120.233813
Fv1bEG170k8,20220907 下午北區，江明宗掃街,,,
wpNRf8p20yk,20220907 下午歸仁，江國銘街講,歸仁區中山路一段/信義北路,22.966459,120.297668
YK05nXiXnTU,20220907 早上北區，江明宗掃街,,,
BYawrQLVlfc,20220906 下午北區，江明宗街講,北區公園南路/西門路三段,23.002694,120.203427
g7MMqHawkd0,20220906 早上北區，江明宗掃街,,,
2G1oeUWlf_E,20220905 下午永康，江品璁街講,永康區中正北路/中正路,23.041165,120.237534
bwWBoJoVKfk,20220905 早上中西區，江明宗掃街,,,
3ea4Lfg_Rlo,20220902 下午歸仁，江國銘街講,歸仁區中山路一段/86快速道路,22.963693,120.30966
cbnlfSCMyUw,20220902 早上北區，江明宗街講,中西區金華路四段/成功路,23.001344,120.196173
NOGQZCgNvXw,20220901 下午永康，江品璁街講,永康區中山南路/東橋七路,23.017849,120.239257
u5inrCPwJQs,20220901 早上永康，江品璁街講,永康區中山北路/中山路,23.02605,120.257347
q5fLb4eDP9Q,20220831 台南民眾黨參選登記造勢,,,
mXoTjH-UpNY,20220831 下午北區，江明宗街講,北區西門路四段/北安路一段,23.016288,120.210908
hbmGRh5MxiM,20220831 早上仁德，江國銘街講,仁德區中山路/文心路,22.974604,120.241577
h12O1yTF0Lg,20220830 下午仁德，江國銘街講,仁德區中正路一段/保學路,22.919906,120.234198
-Vx4CQx_3-0,20220830 早上中西區，江明宗街講,中西區南門路/中正路,22.992175,120.204713
W-7BJ1QVkwg,20220829 早上永康，江品璁街講,永康區中華路/小東路,22.998403,120.234713
NsDgx6pEn_c,20220826 下午東區，蔡宛秦街講,東區林森路一段/東門路二段,22.985436,120.222474
CmLE3ZgrcRI,20220826 早上仁德，江國銘街講,仁德區文華路三段/中山路,22.973908,120.244098
RRXPNfa2fso,20220825 天德聖教邀約，與蔡宛秦一同訪視街友,,,
fjKNSki_k6k,20220825 早上北區，江明宗街講,北區海安路三段/臨安路二段,23.003653,120.199835
ty5ccmcRgg8,20220824 下午永康，江品璁街講,永康區中華路/中華二路,23.008439,120.233813
xvUagO6-RQg,20220824 早上永康，江品璁街講,永康區中華路/小東路,22.998403,120.234713
mtpzScuMLbE,20220823 下午中西區，江明宗街講,中西區海安路一段/府前路二段,22.990902,120.195513
6B3WVwfTuk4,20220823 早上仁德，江國銘街講,仁德區中山路/中正路三段,22.971681,120.251645
htk3VY_6cN0,20220822 下午歸仁，江國銘街講,歸仁區中山路一段/86快速道路,22.963693,120.30966
HBz12xYEc5g,20220822 早上北區，江明宗街講,北區西門路四段/北安路一段,23.016288,120.210908
a5OfXHZJsH4,20220821 早上北區，江明宗、周家宏掃街發面紙,,,
zzcRWLoLJUc,20220819 下午中西區，江明宗街講,中西區海安路二段/民生路二段,22.995264,120.196406
i3kOo7qDRko,20220818 挑戰黨主席,,,
CtFden_aeB0,20220819 早上永康，江品璁街講,永康區永大路三段/自強路,23.034092,120.259714
OFGO2S_PdwU,20220818 下午北區，江明宗掃街,,,
HckFbQhTy_A,20220818 下午永康，江品璁街講,永康區中華路/中華二路,23.008439,120.233813
m9MDy1ajfrg,20220817 下午歸仁，江國銘街講,歸仁區中山路一段/86快速道路,22.963693,120.30966
OfX4KxCoG7Q,議員投給江明宗+三江,,,
VL097POcsfY,20220817 早上北區，江明宗街講,北區中華西路二段/和緯路四段,23.006768,120.186358
zYvAwASqVjM,20220816 下午北區，江明宗 5 分鐘街講,北區和緯路四段/文賢路,23.009592,120.193953
f8Ch068nJU8,20220816 早上永康，江品璁街講,永康區中正北路/中正路,23.041165,120.237534
tZ5RK_07AZc,20220815 下午永康，江品璁街講,永康區中華路/小東路,22.998403,120.234713
681odBJapco,20220815 早上仁德，江國銘街講,仁德區文華路三段/中山路,22.973908,120.244098
wQcexcicn2g,20220813 北區掃街發面紙,,,
94-3Pd_BOPw,20220812 早上北區，江明宗街講,北區中華西路二段/和緯路四段,23.006768,120.186358
Y0OgMs1ZPMQ,20220811 下午中西區，江明宗街講,中西區金華路四段/成功路,23.001344,120.196173
NRaYJ54OqkE,20220811 早上永康，江品璁街講,永康區中華路/小東路,22.998403,120.234713
CoY7zVy_lmc,20220810 早上永康，江品璁街講,永康區永大路二段/永明街,23.024688,120.261052
QAEAqLO1JB8,20220809 下午永康，江品璁街講,永康區永大路二段/公園路,23.014068,120.263655
3Fb_7A-BNTc,20220809 雙江與強哥(羅智強)走讀，聊步行城市,,,
iAoOZ9FeUVU,20220809 早上仁德區，江國銘街講,仁德區文華路二段/民安路一段,22.959108,120.240243
Vy4EQ-mPKvI,20220808 早上北區，江明宗街講,北區西門路四段/北安路一段,23.016288,120.210908
qbYErISIAgA,20220805 早上歸仁，江國銘街講,歸仁區中山路一段/信義北路,22.966459,120.297668
KT5aB91e8ng,20220804 踢批批開講,,,
SjCR6P9XPF4,20211223 踢批批開講,,,
XbQ5lpJo910,20220803 下午中西區，江明宗掃街,,,
v-6BROYlc0g,20220803 下午中西區，江明宗街講,中西區西門路/府前路二段,22.990311,120.197887
ZbAWou3dC5A,20220803 早上仁德，江國銘街講,仁德區太子路/中正路三段,22.991398,120.255668
OndLUMYlbnc,20220802 早上中西區，江明宗街講,中西區忠義路二段/府前路,22.989569,120.202248
LYj229pw16s,20220801 早上永康，江品璁街講,永康區中華路/小東路,22.998403,120.234713
Tecoxv-22qk,買不起厝 MV,,,
QqGQ21UenCI,20220730 江明宗台南社大市政肥皂箱,臺南市立文化中心,22.974713,120.221592
Nr0L6aslifY,全台大眾走台南、雲林站,,,
_F2OFi32T1g,20220729 JETS 嘉年華台南遊樂場開箱,,,
y4UVO7xDtA4,20220729 早上仁德，江國銘街講,仁德區中山路/中正路三段,22.971681,120.251645
TmZJA2GYJ2Q,20220728 下午仁德，江國銘街講,仁德區太子路/中正路三段,22.991398,120.255668
jNmDz8-KP6I,江江江講 009 ，談選舉的空軍策略,,,
oUPzEMBNd_c,憲哥帶路，安南區廟宇走讀(3/3) - 海尾寮朝皇宮,,,
RoZw5EFOIu8,20220728 早上北區，江明宗街講,北區和緯路二段/西門路四段,23.01143,120.20878
w1pfCUiZFIY,20220727 下午北區，江明宗街講,北區和緯路四段/文賢路,23.009592,120.193953
hNT_y8oKcQg,20220727 萬安演習離車疏散演練記錄,,,
Fz55okjSpSc,憲哥帶路，安南區廟宇走讀(2/3) - 本淵寮朝興宮,,,
x9q4RLeOHfI,20220727 早上永康，江品璁街講,,,
S-Yjr8GARGM,20220726 下午永康，江品璁街講,,,
H1M-nS3EGwE,憲哥帶路，安南區廟宇走讀(1/3) - 啟程,,,
Au1IUp3R4go,20220726 早上歸仁，江國銘街講,歸仁區中山路一段/86快速道路,22.963693,120.30966
SjV3Ni3QSu8,20220725 下午仁德，江國銘街講,仁德區中山路/義林路,22.970142,120.263953
4of5uRCNY6U,20220722 下午北區，江明宗街講,北區公園南路/公園路,23.001025,120.208789
H9qWkgBZyrI,20220722 【保障網路言論自由，請NCC重提數位中介服務法草案】記者會發言,,,
5EpUfMG203Y,20220721 下午永康，江品璁街講,永康區中山南路/東橋七路,23.017849,120.239257
cJA6v14vzkQ,20220721 早上中西區，江明宗街講,北區西門路三段/成功路,22.999727,120.201219
Hqmp8dsLTzA,20220720 下午仁德，江國銘街講,仁德區文華路二段/民安路一段,22.959108,120.240243
ghuKNJUko6U,20220720 早上歸仁，江國銘街講,歸仁區中山路三段/高鐵橋下,22.969394,120.271885
GZf0oCHgoyc,20220719 下午北區，江明宗街講,北區和緯路四段/文賢路,23.009592,120.193953
MWazKxxg7r4,20220719 早上中西區，江明宗街講,中西區忠義路二段/府前路,22.989569,120.202248
jAfwKmYaNv8,港濱歷史公園兒童遊戲場開箱,安平區港濱歷史公園,22.994803,120.162507
2-IM9H33Jyc,20220718 下午永康，江品璁街講,永康區中正北路/中正路,23.041165,120.237534
ThUiY3WD5Cc,20220718 早上仁德，江國銘街講,仁德區文華路三段/中山路,22.973908,120.244098
9i2CKpxPDHs,20220715 下午仁德，江國銘街講,仁德區德洋路/民安路一段,22.957151,120.245347
7LVUREo2GD0,20220715 早上北區，江明宗街講,北區長榮路四段/開元路,23.007662,120.220665
kf4pY_Gq-54,20220714 下午中西區，江明宗街講,中西區南門路/中正路,22.992175,120.204713
0ZI1t6A2izA,20220714 早上歸仁，江國銘街講,歸仁區南丁路/和順路二段,22.99226,120.277423
SQBBZ-eC-vQ,20220713 下午永康，江品璁街講,永康區中華路/小東路,22.998403,120.234713
ELAueeWo4ek,20220712 捷運公聽會發言,永康區勝利里活動中心,23.00544,120.233775
lZ11BkTu-c8,20220713 早上中西區，江明宗街講,中西區民生路二段/中華西路,22.997976,120.186765
trIPOSRLPic,20220712 下午仁德，江國銘街講,仁德區中山路/義林路,22.970142,120.263953
SgiyIZWdgeg,20220712 早上仁德，江國銘街講,仁德區中山路/中正路三段,22.971681,120.251645
NiXqj2dfmAE,江江江講 008 ，談染疫與未染疫心境,,,
iXH-H3AYLUc,20220711 下午北區，江明宗街講,,,
NiXqj2dfmAE,江江江講 008 ，談染疫與未染疫心境,,,
iXH-H3AYLUc,20220711 下午北區，江明宗街講,,,
bKp09_C2LJI,20220711 早上北區，江明宗街講,北區海安路三段/臨安路二段,23.003653,120.199835
GXU5pE7Mys0,20220708 全台大眾走到台南中西區水仙宮市場,中西區水仙宮市場,22.997048,120.197436
BCJehyaTE3Y,江明宗的步行城市,成旅晶贊飯店台中民權館,24.137408,120.680547
JPk00GNDEP8,20220707 下午永康，江品璁街講,永康區中華路/小東路,22.998403,120.234713
irEnlgKCGrM,20220707 早上北區，江明宗街講,永康區中正南路/中華路,23.023588,120.218344
Kg9cI6tGWoQ,20220706 早上歸仁，江國銘街講,歸仁區中山路一段/86快速道路,22.963693,120.30966
rYoEtTV3mo0,雙江走讀 - 在歸仁敦源聖廟聊地方創生,,,
0Z13SVw-7kg,20220705 下午仁德，江國銘街講,仁德區中山路/義林路,22.970142,120.263953
ww2-Sw3FQmM,20220704 上午北區，江明宗掃街,,,
7_JXw9KnFFc,台灣所得地圖操作介紹,,,
n4qim2rpNss,20220629 跟吳達偉在板橋掃街發面紙,,,
JSk7fTUbZKs,20220619 江明宗自我介紹與參選理念,東區銀座日式料理,22.98214,120.221152
toH5sPL7F84,20220629 江明宗 步行城市、科技監督,臺大醫院國際會議中心,25.041321,121.520824
jx30ASY8kbs,An English introduction of Taiwan Bribes Map - 台灣賄選實價登錄地圖英文簡介,,,
AorctFu5TlA,20220625 台南南區龍崗國小淨灘,,,
pk6NFk-L8JM,20220624 @DearNaNa 採訪記錄,台灣民眾黨台南市黨部,22.972162,120.225698
C5Lpe2XmNQI,20220624 下午中西區，江明宗掃街,,,
rpRhoqNVx3Y,20220622 政見論述戰鬥營登台演練,成旅晶贊飯店台中民權館,24.137408,120.680547
Up0xpN1P-7k,20220622 新竹新豐鄉徐勝凌掃街,,,
8LMTD8HqqAk,台灣賄選實價登錄地圖資料整理工作展示,,,
ig9V57L8sUA,20220618 下午中西區，江明宗掃街,,,
Hll2PzXygNw,20220616 下午永康，江品璁街講,永康區中華路/小東路,22.998403,120.234713
tHYiCcYD5K0,20220614 下午中西區，江明宗街講,中西區中山路/成功路,22.996782,120.211631
faZOz0b4rM8,綠能俠 MV,,,
oTetdMu-_28,20220610 早上仁德，江國銘街講,仁德區中山路/中正路三段,22.971681,120.251645
7R1mgCUZ5dE,20220609 下午北區，江明宗街講,北區長榮路四段/開元路,23.007662,120.220665
877U036bhg4,江江江講 006 ，候選人平時都在忙什麼？,,,
lOOHtqLJD5o,20220606 存心藥命館，江明宗談府城交通、青年就業、節慶管理,中西區存心堂,22.999627,120.196208
Y3iURz9owv0,20220607 下午東區，蔡宛秦街講,,,
y_OdmA3HskE,20220601 下午中西區，江明宗掃街,,,
MTfNN2L67ew,台灣幼兒園地圖加入檢索與分享功能,,,
xomi5RmlRb4,20220529 台南安平運河環河體驗,,,
ZPOury5h4P0,20220529 台南安平運河環河體驗-全景,,,
aKpKg3_PibI,善用視訊診療與社區藥局，抗疫不一定要出門,,,
V6iWMD4wafw,江江江講 005 ，聊為什麼要參選,,,
LipCluJvAOw,20220519 下午中西區，江明宗掃街,,,
t4YGKgh5KY0,台中走讀，跟警鴿俊凱切磋交通的想像,台中市東區旱溪西路一段/振興路,24.132961,120.698796
7-dE1ZmQY4E,江江江講 005 ，聊疫情、防疫與超前布署,,,
g5OHOa6B5rA,20220508 母親節快樂！歸仁早市發放康乃馨,,,
-d660euugZ0,台南也買不到快篩，超前布署成空話,,,
JQFuqjSr9cg,20220503 阿榮之聲 feat. 三江,台灣民眾黨高雄市旗鼓鹽服務處,22.624026,120.270877
VYHUdFyfXKY,【民眾黨團撐民眾 防疫服務隊成立】記者會,,,
4--WUXKigc0,20220501 南科贊美酒店義賣紀錄,,,
ZeeFXgqcf3I,20220428 下午北區，江明宗掃街,,,
x-20EMXQW_I,20220428 公私協力齊防疫，家用快篩地圖正式上線記者會,,,
r6_pcq8N4pM,江江江講 004 ，聊媒體操作,,,
GFVUKlVaRvI,20220425 下午北區，江明宗掃街,,,
AUQPbICi2HM,20220424 台南新市夜市掃街,,,
atCqDU1RbCA,20220419 夜遊台南-2,,,
j7sw3gsaQpU,20220419 夜遊台南-1,,,
HTIa-BKf3Ks,台灣 Covid-19 本土病例地圖介紹 2022 版,,,
gqnDAPxEerY,三江開唱：龍介仙選市長,,,
VgbTRw6dcp8,五星級士東市場開箱,,,
dllzOHFZ72I,20220406 江明宗北區街頭宣講,北區公園南路/臨安路二段,23.003846,120.2004
mMc6lDrmEwA,跟凱鈞哥一起參訪台北士東市場,台北市士東市場,25.112062,121.529909
rrkFh-hliLo,江江江講 003 ，聊公園,,,
76g4yLuAqw4,20220401 兒童節前夕，台南也要特色公園唱出三大訴求,,,
joiHxOBYKOo,台南也要特色公園 江明宗從身體力行到成為議員參選政見,台南市議會永華議事廳,22.989575,120.185907
yu6yAWsYyoM,台南也要特色公園 兒童快樂特公版,,,
YQ61__lL7rY,20220329 329青年節眾志成城-我年輕我主張 記者會,,,
cIWseULlI8M,20220327 凹仔底森林公園遊戲場縮時,,,
D-8S3WYxTGI,三江開講，在永康大灣重劃區聊人行道規劃-全景,,,
XfU834m8hMQ,20220326 安南區服務處熱鬧揭牌，民眾黨陳詩薇傳承父業要為市民服務,,,
0IQpvQEO0to,北中西區台南市議員參選人江明宗,,,
AkfxExBMWsg,三江開講，在永康大灣重劃區聊人行道規劃,,,
G1IHgyyo6PE,2022台南甜點節紀錄,,,
vX82pfD58Ro,江江江講 002 ，聊公有市場、社會福利與長輩們的網路依賴,,,
aM2jC3JBZNk,跟鐵道哥一起搭台南公車、聊台南公車 - 全景,,,
2VjDJlcIiZs,跟鐵道哥一起搭台南公車、聊台南公車,台南火車站,22.997196,120.212045
MiA6AdGpXUY,20220312 華山論壇國家治理，江明宗總結,,,
PNvutp8SzDE,20220311 記者會江明宗發言 - 部會發包平台APP億來億去！數位轉型不該淪為數位錢坑！,,,
5jXPDCfRj8w,三江開講，在北區和順公園聊道路設計與停車,,,
5xdjKK5k-fc,三江開講，在北區和順公園聊道路設計與停車-全景,,,
-uxwvtUgMTU,江江江講 001 ，聊國民黨初選、俄烏戰爭與民眾黨,,,
S5bd0X8b7kM,跟鐵道哥一起聊台南歷史街區的步行空間問題,,,
r1V_wKwDHjk,跟鐵道哥一起聊台南歷史街區的步行空間問題-全景,,,
chdVWWs8pag,20220225 自行車 @ 中西區,,,
ygvTv_b7sUE,20220227 柯文哲一日北高 - 嘉義台南片段記錄-1,,,
nuARWF7-4l8,20220227 柯文哲一日北高 - 嘉義台南片段記錄-2,,,
u06Rl1unVdA,20220227 柯文哲一日北高 - 嘉義台南片段記錄-3,,,
5klnuqdTDus,三江開講，在仁德運動公園聊清官要比貪官奸 - 全景,,,
NbueBUDLbxo,三江開講，在仁德運動公園聊清官要比貪官奸,,,
onkz4PPbEf0,台南市長小編經驗談,,,
t5kMI_PhZDI,三江開講，在歸仁農地上聊農業發展 - 全景剪輯,,,
4IXjIORHUSs,三江開講，在永康區忠孝運動公園聊公共設施-全景,,,
DUEmy3miBZ4,三江開講，在永康區忠孝運動公園聊公共設施,,,
STqUHR1_X_A,20220204 台南市區腳踏車走春,,,
NRBSPdrfwlc,20220203 普濟殿燈會,,,
r4W2pf3WvGw,20220125 第三劑疫苗施打記錄,,,
wD5xThrVIek,三江開講，在中西區民生路聊人行空間-全景,,,
RfFno070k2Q,三江開講，在中西區民生路聊人行空間,,,
A0NV-s74W8c,20220107 民眾黨認同卡新竹掃街記錄,,,
dwN5-w0caKg,三江開講，在歸仁農地上聊農業發展 - 全景,,,
RNdbVDg-geQ,三江開講，在歸仁農地上聊農業發展,,,
ZVZ6AaAyl5U,文學館周邊在美國駐軍台南時期的紅燈區,,,
KOImkhNVI64,車站出來走一趟，台南步行體驗充滿障礙 - 全景,,,
sDcC8UhWY6M,車站出來走一趟，台南步行體驗充滿障礙,,,
xYYiNWhrD6k,三江開講，在中西區建興國中聊教育,,,
woDADRNwllk,三江開講，在中西區建興國中聊教育(全景),,,
XHt-SIfqA2M,水交社的 AIR 台南館需要多花些心思,,,
uV1Bm9kawPc,三江開講，在永康區新總圖聊房價問題(全景),,,
8_-zQHr7jlU,三江開講，在永康區新總圖聊房價問題,,,
47rvj5MjvqE,20211217 公投宣講記錄 @ 台北,,,
cvyESoGTf-k,中西區愛國婦人館的美國歷史,,,
lwLSg-gdcag,20211212 花園夜市宣講 1218 公投,,,
MMNMrZ6Isrg,台南北區原美國學校的歷史不簡單,,,
UHrlImJa9Cg,20211209 小東路與中華路公投宣講,,,
8pCTDUxRNkU,20211208 武聖夜市宣講 1218 公投 - 俊吉版,,,
w9IrZFem0KU,20211208 武聖夜市宣講 1218 公投,,,
heOdJyOYcSg,20211208 好市多台南店宣講 1218 公投,,,
2ZWmhHNPBR4,20211207 台南北區鴨母寮市場宣傳 1218 公投,,,
Tgqcll9pSeE,三江開講，在關廟新光社區聊社區營造甘苦談(全景),,,
RsBxs4w9bg4,三江開講，在關廟新光社區聊社區營造甘苦談,,,
hJ1sHK4Y9Gw,20211128 善化牛墟宣傳 1218 公投,,,
aBInEzo3k2w,20211127 民眾黨台南教育論壇 江明宗 –幼兒園地圖發展過程的觀察與體驗,,,
3VYZ7_UnpAw,20211128 善化牛墟,,,
sAJErG-6mOE,Oculus Quest 2 體驗,,,
lWdhoDpVpmM,20211123 黃市長不只胸悶，眼睛也該檢查，台南市政府採購亂象一籮筐,,,
MCQKKMHjQQI,三江開講，在臺南市立圖書館新總館聊青年低薪問題(全景),,,
gNB8BOt0efs,三江開講，在臺南市立圖書館新總館聊青年低薪問題,,,
dStu1SEppXU,20211107 公投宣講 江明宗 @ 正興街 (短版),,,
2F-P4mTHb7k,20211107 正興街宣傳1218公投,,,
I2SwQaMrQtc,台南科技發展潛力 @ 台南青年的未來,,,
Jg03-nSOG50,三江開講，在中西區普濟殿聊廟宇文化的創新(全景),,,
c-EwuFH4-qQ,三江開講，在中西區普濟殿聊廟宇文化的創新,,,
S-rRUg7T5nI,20211023 台灣民眾黨台南市黨部黨員座談暨慶生活動,,,
KB9Z62-KTXE,三江開講，在歸仁仁壽宮聊社區營造與地方創生 - 全景,,,
cGTsc8ESY8Q,三江開講，在歸仁農會穀倉聊社區營造(全景),,,
i0qiXYb7beA,三江開講，在歸仁農會穀倉聊社區營造,,,
-Wphxq6qDF4,慢遊台南 20211004-1,,,
Otw0WB-oGF8,慢遊台南 20211004-2,,,
WSpM1CSYv54,三江開講，在永康中華路聊路平問題 - 全景,,,
YF0BfhqD4-o,三江開講，在永康中華路聊路平問題,,,
